,Dataset Order,Dataset Title,Dataset Link,Dataset Produced By,Dataset Description,Dataset Identificador,Dataset Publisher,Dataset Author,Dataset Contact Name,Dataset Contact Email,Dataset Release Date,Dataset Modified Date,Dataset Temporal Coverage,Dataset Frequency,Dataset Public Access Level,Dataset Homepage URL,Dataset Language,Dataset License,File Title,File Description,File Format,File Link
26,N_04,ORDENES DE COMPRA Y SERVICIOS DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC],https://www.datosabiertos.gob.pe//dataset/ordenes-de-compra-y-servicios-de-la-empresa-electro-ucayali-sa-electro-ucayali-sa-eluc,Electro Ucayali,Es el registro de órdenes de compra y servicios efectuados por diferentes personas naturales y jurídicas a la empresa Electro Ucayali S.A.,af9d03b3-a609-4ba7-98c1-646fbcfd1e9a,Electro Ucayali,,,,2023-05-31,2023-09-15,,,Public,,,Open Data Commons Attribution ,ORDENES DE COMPRA Y SERVICIOS DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro Ucayali S.A. - ELUC] - II TRIMESTRE 2023,ORDENES DE COMPRA Y SERVICIOS DE LA EMPRESA ELECTRO UCAYALI S.A. - [Electro...,csv,https://www.datosabiertos.gob.pe/sites/default/files/ORDENES%20DE%20COMPRA%20Y%20SERVICIOS%20DE%20LA%20EMPRESA%20ELECTRO%20UCAYALI%20S.A.%20-%20%28ELECTRO%20UCAYALI%20S.A.%20-%20ELUC%29%20-%20II%20TRIMESTRE%202023_0.csv
27,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES A GRANEL DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Distribuidores%20a%20Granel%20de%20GLP.csv
28,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES EN CILINDROS DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Distribuidores%20en%20Cilindros%20de%20GLP.csv
29,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE MEDIOS DE TRANSPORTE ACUÁTICO (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Medios%20de%20Transporte%20Acu%C3%A1tico.csv
30,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTE GLP A GRANEL (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Transporte%20GLP%20a%20Granel.csv
31,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTE GLP EN CILINDROS (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Transporte%20GLP%20en%20Cilindros.csv
32,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTE TERRESTRE DE PETRÓLEO CRUDO (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Transporte%20Terrestre%20de%20Petr%C3%B3leo%20Crudo.csv
33,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH EN VAGONES (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Transportistas%20de%20Combustibles%20L%C3%ADquidos%20y%20OPDH%20en%20vagones.csv
34,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE TRANSPORTISTAS DE COMBUSTIBLES LÍQUIDOS Y OPDH EN CAMIONES (Actualizado al 12 DE SETIEMBRE DE 2023),Medios de Transporte y Distribuidores,csv,https://www.datosabiertos.gob.pe/sites/default/files/Transportistas%20de%20Combustibles%20L%C3%ADquidos%20y%20OPDH%20en%20camiones.csv
35,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE CDCL Y OPDH CON INSTALACIONES FIJAS (Actualizado al 12 DE SETIEMBRE DE 2023),Consumidores Directos de Combustibles Líquidos y OPDH,csv,https://www.datosabiertos.gob.pe/sites/default/files/CDCL%20y%20OPDH%20con%20Instalaciones%20Fijas_0.csv
36,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE CDCL Y OPDH CON INSTALACIONES MÓVILES (Actualizado al 12 DE SETIEMBRE DE 2023),Consumidores Directos de Combustibles Líquidos y OPDH,csv,https://www.datosabiertos.gob.pe/sites/default/files/CDCL%20y%20OPDH%20con%20Instalaciones%20M%C3%B3viles_0.csv
37,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE CONSUMIDORES MENORES (Actualizado al 12 DE SETIEMBRE DE 2023),Consumidores Directos de Combustibles Líquidos y OPDH,csv,https://www.datosabiertos.gob.pe/sites/default/files/Consumidores%20Menores.csv
38,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON ESTABLECIMIENTO DE VENTA DE GNV (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/EESS%20con%20GNV_0.csv
39,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON GASOCENTRO DE GLP Y ESTABLECIMIENTO DE VENTA DE GNV (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/EESS%20con%20GLP%20y%20GNV_0.csv
40,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON GASOCENTRO DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/Estaciones%20de%20Servicio%20con%20Gasocentro%20de%20GLP.csv
41,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE GASOCENTROS (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/Gasocentros_0.csv
42,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON GASOCENTRO DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/Estaciones%20de%20Servicio%20con%20Gasocentro%20de%20GLP.csv
43,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE GRIFOS FLOTANTES (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/Grifos%20Flotantes.csv
44,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE GRIFOS RURALES CON ALMACENAMIENTO EN CILINDROS (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/Grifos%20Rurales%20con%20almacenamiento%20en%20Cilindros.csv
45,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE GRIFOS Y ESTACIONES DE SERVICIOS (Actualizado al 12 DE SETIEMBRE DE 2023),Establecimientos de Venta al Público de Combustibles Líquidos y GLP,csv,https://www.datosabiertos.gob.pe/sites/default/files/Grifos%20y%20Estaciones%20de%20Servicios.csv
46,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE COMERCIALIZADORES DE COMBUSTIBLE DE AVIACIÓN (Actualizado al 12 DE SETIEMBRE DE 2023),Distribuidores y Comercializadores de Combustibles Líquidos y OPDH,csv,https://www.datosabiertos.gob.pe/sites/default/files/Comercializadores%20de%20Combustible%20de%20Aviaci%C3%B3n.csv
47,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE COMERCIALIZADORES DE COMBUSTIBLE DE EMBARCACIÓN (Actualizado al 12 DE SETIEMBRE DE 2023),Distribuidores y Comercializadores de Combustibles Líquidos y OPDH,csv,https://www.datosabiertos.gob.pe/sites/default/files/Comercializadores%20de%20Combustible%20de%20Embarcaci%C3%B3n.csv
48,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES MAYORISTAS COMBUSTIBLES LÍQUIDOS (Actualizado al 12 DE SETIEMBRE DE 2023),Distribuidores y Comercializadores de Combustibles Líquidos y OPDH,csv,https://www.datosabiertos.gob.pe/sites/default/files/Distribuidores%20Mayoristas%20Combustibles%20L%C3%ADquidos.csv
49,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES MAYORISTAS OPDH (Actualizado al 12 DE SETIEMBRE DE 2023),Distribuidores y Comercializadores de Combustibles Líquidos y OPDH,csv,https://www.datosabiertos.gob.pe/sites/default/files/Distribuidores%20Mayoristas%20OPDH.csv
50,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE CONSUMIDOR DIRECTO DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/Consumidor%20Directo%20de%20GLP.csv
51,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE IMPORTADOR DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/Importador%20de%20GLP.csv
52,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE LOCALES DE VENTA DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/Locales%20de%20Venta%20de%20GLP.csv
53,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE PLANTA DE ABASTECIMIENTO GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/Planta%20de%20Abastecimiento%20GLP.csv
54,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE PLANTA ENVASADORA GLP (Actualizado al 12 DE SETIEMBRE DE 2023),Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/Planta%20Envasadora%20GLP.csv
55,N_05,Registro de Hidrocarburos Líquidos - Setiembre 2023 - Osinergmin,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-setiembre-2023-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,47391ada-c355-40c6-b290-a88c3a56938f,Presidencia del Consejo de Ministros,,,,2023-09-12,2023-09-12,,,Public,,,,REGISTROS HÁBILES DE REDES DE DISTRIBUCIÓN DE GLP (Actualizado al 12 DE SETIEMBRE DE 2023) ,Gas licuado de Petróleo (GLP),csv,https://www.datosabiertos.gob.pe/sites/default/files/Redes%20de%20Distribuci%C3%B3n%20de%20GLP.csv
